heading,hs_code,code_format,description,duty_rate
05.90,030819000000,03.08.19.00.00.00,,
05.90,030821000001,03.08.21.00.00.01,,
05.90,030821000002,03.08.21.00.00.02,,
05.90,030822000000,03.08.22.00.00.00,,
05.90,030829000000,03.08.29.00.00.00,,
05.90,030830000001,03.08.30.00.00.01,,
05.90,030830000002,03.08.30.00.00.02,,
05.90,030830000004,03.08.30.00.00.04,,
05.90,030830009999,03.08.30.00.99.99,,
05.90,030890000000,03.08.90.00.00.00,,
04.01,040110310000,04.01.10.31.00.00,,
04.01,040110320000,04.01.10.32.00.00,,
04.01,040110920000,04.01.10.92.00.00,,
04.01,040110930000,04.01.10.93.00.00,,
04.01,040110940000,04.01.10.94.00.00,,
04.01,040110910000,04.01.10.91.00.00,,
04.01,040150920000,04.01.50.92.00.00,,
04.02,040150910000,04.01.50.91.00.00,,
04.02,040150300000,04.01.50.30.00.00,,
04.02,040140300000,04.01.40.30.00.00,,
04.02,040140920000,04.01.40.92.00.00,,
04.02,040120920000,04.01.20.92.00.00,,
04.02,040120910000,04.01.20.91.00.00,,
04.02,040140910000,04.01.40.91.00.00,,
04.02,040120300000,04.01.20.30.00.00,,
04.02,040210110000,04.02.10.11.00.00,,
04.02,040210120001,04.02.10.12.00.01,,
04.02,040210129999,04.02.10.12.99.99,,
04.02,040210190000,04.02.10.19.00.00,,
04.02,040210910000,04.02.10.91.00.00,,
04.02,040210920001,04.02.10.92.00.01,,
04.02,040210929999,04.02.10.92.99.99,,
04.02,040210990000,04.02.10.99.00.00,,
04.02,040221100000,04.02.21.10.00.00,,
04.02,040221900001,04.02.21.90.00.01,,
04.02,040221900002,04.02.21.90.00.02,,
04.02,040221900003,04.02.21.90.00.03,,
04.02,040229110001,04.02.29.11.00.01,,
04.02,040229129999,04.02.29.12.99.99,,
04.02,040229190000,04.02.29.19.00.00,,
04.02,040229120001,04.02.29.12.00.01,,
04.02,040229110002,04.02.29.11.00.02,,
04.02,040229910000,04.02.29.91.00.00,,
04.02,040229920001,04.02.29.92.00.01,,
04.02,040229929999,04.02.29.92.99.99,,
04.02,040229990000,04.02.29.99.00.00,,
04.02,040291110000,04.02.91.11.00.00,,
04.02,040291120000,04.02.91.12.00.00,,
04.02,040291200000,04.02.91.20.00.00,,
04.02,040299110000,04.02.99.11.00.00,,
04.02,040299120000,04.02.99.12.00.00,,
04.02,040299130000,04.02.99.13.00.00,,
04.02,040299140000,04.02.99.14.00.00,,
04.02,040299150000,04.02.99.15.00.00,,
04.02,040299160000,04.02.99.16.00.00,,
04.02,040299200000,04.02.99.20.00.00,,
04.03,040320100000,04.03.20.10.00.00,,
04.03,040320200000,04.03.20.20.00.00,,
04.03,040320300000,04.03.20.30.00.00,,
04.03,040320400000,04.03.20.40.00.00,,
04.03,040320500000,04.03.20.50.00.00,,
04.03,040320600000,04.03.20.60.00.00,,
04.03,040390110000,04.03.90.11.00.00,,
04.03,040390120000,04.03.90.12.00.00,,
04.03,040390130000,04.03.90.13.00.00,,
04.03,040390210000,04.03.90.21.00.00,,
04.03,040390220000,04.03.90.22.00.00,,
04.03,040390230000,04.03.90.23.00.00,,
04.03,040390910000,04.03.90.91.00.00,,
04.03,040390920000,04.03.90.92.00.00,,
04.03,040390930000,04.03.90.93.00.00,,
04.03,040390990000,04.03.90.99.00.00,,
04.03,040590900000,04.05.90.90.00.00,,
04.03,040610100000,04.06.10.10.00.00,,
04.03,040610200000,04.06.10.20.00.00,,
04.03,040610300000,04.06.10.30.00.00,,
04.03,040610400000,04.06.10.40.00.00,,
04.03,040610500000,04.06.10.50.00.00,,
04.03,040610600000,04.06.10.60.00.00,,
04.03,040620000001,04.06.20.00.00.01,,
04.03,040620000004,04.06.20.00.00.04,,
04.03,040630000001,04.06.30.00.00.01,,
04.03,040630000002,04.06.30.00.00.02,,
04.03,040630000010,04.06.30.00.00.10,,
04.03,040630009999,04.06.30.00.99.99,,
04.03,040690210000,04.06.90.21.00.00,,
04.03,040690220000,04.06.90.22.00.00,,
04.03,040690230000,04.06.90.23.00.00,,
04.03,040690240000,04.06.90.24.00.00,,
04.03,040690250000,04.06.90.25.00.00,,
04.03,040690260000,04.06.90.26.00.00,,
04.03,040690290000,04.06.90.29.00.00,,
04.03,040690300000,04.06.90.30.00.00,,
04.03,040690900000,04.06.90.90.00.00,,
04.06,040590100000,04.05.90.10.00.00,,
04.06,040590200000,04.05.90.20.00.00,,
04.06,040510190000,04.05.10.19.00.00,,
04.06,040510120001,04.05.10.12.00.01,,
04.06,040510120002,04.05.10.12.00.02,,
04.06,040510130000,04.05.10.13.00.00,,
04.06,040520000004,04.05.20.00.00.04,,
04.06,040510110001,04.05.10.11.00.01,,
04.06,040510110002,04.05.10.11.00.02,,
04.05,040520000003,04.05.20.00.00.03,,
04.05,040490000000,04.04.90.00.00.00,,
04.05,040520000002,04.05.20.00.00.02,,
04.05,040410000000,04.04.10.00.00.00,,
04.05,040520000001,04.05.20.00.00.01,,
04.04,040640100000,04.06.40.10.00.00,,
04.04,040640900000,04.06.40.90.00.00,,
04.04,040690100000,04.06.90.10.00.00,,
04.07,040711000000,04.07.11.00.00.00,,
04.07,040719000000,04.07.19.00.00.00,,
04.07,040721000000,04.07.21.00.00.00,,
04.07,040729000000,04.07.29.00.00.00,,
04.07,040790100000,04.07.90.10.00.00,,
04.07,040790200000,04.07.90.20.00.00,,
04.08,040811000000,04.08.11.00.00.00,,
04.08,040819100000,04.08.19.10.00.00,,
04.08,040819200000,04.08.19.20.00.00,,
05.11,040891000000,04.08.91.00.00.00,,
05.11,040899000000,04.08.99.00.00.00,,
04.09,040900100000,04.09.00.10.00.00,,
04.09,040900200000,04.09.00.20.00.00,,
04.10,041010000000,04.10.10.00.00.00,,
05.01,040819300000,04.08.19.30.00.00,,
05.01,050100000000,05.01.00.00.00.00,,
05.02,050210000000,05.02.10.00.00.00,,
05.02,050290000000,05.02.90.00.00.00,,
05.04,050400110000,05.04.00.11.00.00,,
05.04,050400120000,05.04.00.12.00.00,,
05.04,050400130000,05.04.00.13.00.00,,
05.04,050400140000,05.04.00.14.00.00,,
05.04,050400150000,05.04.00.15.00.00,,
05.04,050400210000,05.04.00.21.00.00,,
05.04,050400220000,05.04.00.22.00.00,,
05.04,050400230000,05.04.00.23.00.00,,
05.04,050400240000,05.04.00.24.00.00,,
05.04,050400250000,05.04.00.25.00.00,,
05.04,050400310000,05.04.00.31.00.00,,
05.04,050400320000,05.04.00.32.00.00,,
05.04,050400330000,05.04.00.33.00.00,,
05.04,050400340000,05.04.00.34.00.00,,
05.04,050400350000,05.04.00.35.00.00,,
05.05,050510100000,05.05.10.10.00.00,,
05.05,050510200000,05.05.10.20.00.00,,
05.05,050590100000,05.05.90.10.00.00,,
05.05,050590200000,05.05.90.20.00.00,,
05.05,050590300000,05.05.90.30.00.00,,
05.05,050590400000,05.05.90.40.00.00,,
05.05,050710000001,05.07.10.00.00.01,,
05.05,050710000002,05.07.10.00.00.02,,
05.05,050710000003,05.07.10.00.00.03,,
05.05,050710000004,05.07.10.00.00.04,,
05.07,050610000000,05.06.10.00.00.00,,
05.07,050690000000,05.06.90.00.00.00,,
05.06,050790100000,05.07.90.10.00.00,,
05.06,050790200000,05.07.90.20.00.00,,
05.08,050800100000,05.08.00.10.00.00,,
05.08,050800200000,05.08.00.20.00.00,,
05.08,050800310000,05.08.00.31.00.00,,
05.08,050800320000,05.08.00.32.00.00,,
05.08,050800330000,05.08.00.33.00.00,,
05.08,050800910000,05.08.00.91.00.00,,
05.08,050800920000,05.08.00.92.00.00,,
05.10,051000100001,05.10.00.10.00.01,,
05.10,051000100004,05.10.00.10.00.04,,
05.10,051000100007,05.10.00.10.00.07,,
05.10,051000100010,05.10.00.10.00.10,,
05.10,051000900000,05.10.00.90.00.00,,
05.11,051110000000,05.11.10.00.00.00,,
05.11,051191100000,05.11.91.10.00.00,,
05.11,051191200000,05.11.91.20.00.00,,
05.11,051191900000,05.11.91.90.00.00,,
05.11,051199100000,05.11.99.10.00.00,,
05.11,051199200000,05.11.99.20.00.00,,
05.11,051199300000,05.11.99.30.00.00,,
05.11,051199900010,05.11.99.90.00.10,,
05.11,051199400000,05.11.99.40.00.00,,
05.11,051199500000,05.11.99.50.00.00,,
05.11,051199900001,05.11.99.90.00.01,,
05.11,051199900002,05.11.99.90.00.02,,
05.11,051199900003,05.11.99.90.00.03,,
05.11,051199900004,05.11.99.90.00.04,,
05.11,051199900005,05.11.99.90.00.05,,
05.11,051199900006,05.11.99.90.00.06,,
05.11,051199900007,05.11.99.90.00.07,,
05.11,051199900008,05.11.99.90.00.08,,
05.11,051199900009,05.11.99.90.00.09,,
06.01,060110000000,06.01.10.00.00.00,,
06.01,060120000000,06.01.20.00.00.00,,
06.02,060210100000,06.02.10.10.00.00,,
06.02,060210200000,06.02.10.20.00.00,,
06.02,060210900000,06.02.10.90.00.00,,
06.02,060220100000,06.02.20.10.00.00,,
06.02,060220200000,06.02.20.20.00.00,,
06.02,060220300000,06.02.20.30.00.00,,
06.02,060220400000,06.02.20.40.00.00,,
06.02,060220500000,06.02.20.50.00.00,,
06.02,060220600000,06.02.20.60.00.00,,
06.02,060220900000,06.02.20.90.00.00,,
06.02,060230100000,06.02.30.10.00.00,,
06.02,060230900000,06.02.30.90.00.00,,
06.02,060240000000,06.02.40.00.00.00,,
06.02,060290000005,06.02.90.00.00.05,,
06.02,060290000006,06.02.90.00.00.06,,
06.02,060290009999,06.02.90.00.99.99,,
06.03,060390100000,06.03.90.10.00.00,,
06.03,060390900000,06.03.90.90.00.00,,
06.03,060490100000,06.04.90.10.00.00,,
06.03,060490200000,06.04.90.20.00.00,,
07.11,060420200000,06.04.20.20.00.00,,
07.13,060420100000,06.04.20.10.00.00,,
07.13,060311000000,06.03.11.00.00.00,,
07.13,060312000000,06.03.12.00.00.00,,
07.13,060313000000,06.03.13.00.00.00,,
07.13,060314000000,06.03.14.00.00.00,,
07.13,060315000000,06.03.15.00.00.00,,
07.13,060319000000,06.03.19.00.00.00,,
07.01,070110000000,07.01.10.00.00.00,,
07.01,070190000000,07.01.90.00.00.00,,
07.01,070200000000,07.02.00.00.00.00,,
07.03,070521000000,07.05.21.00.00.00,,
07.03,070529000000,07.05.29.00.00.00,,
07.06,070610100000,07.06.10.10.00.00,,
07.06,070610200000,07.06.10.20.00.00,,
07.06,070690100000,07.06.90.10.00.00,,
07.06,070690200000,07.06.90.20.00.00,,
07.06,070690300000,07.06.90.30.00.00,,
07.06,070690400000,07.06.90.40.00.00,,
07.06,070690900000,07.06.90.90.00.00,,
07.06,070700000000,07.07.00.00.00.00,,
07.06,070810000000,07.08.10.00.00.00,,
07.06,070820000000,07.08.20.00.00.00,,
07.06,070890900000,07.08.90.90.00.00,,
07.06,070890100000,07.08.90.10.00.00,,
07.06,070890200000,07.08.90.20.00.00,,
07.06,070890300000,07.08.90.30.00.00,,
07.09,070920000000,07.09.20.00.00.00,,
07.09,070930000000,07.09.30.00.00.00,,
07.09,070940000000,07.09.40.00.00.00,,
07.09,070951000000,07.09.51.00.00.00,,
07.09,070952000000,07.09.52.00.00.00,,
07.09,070953000000,07.09.53.00.00.00,,
07.09,070954000000,07.09.54.00.00.00,,
07.09,070955000000,07.09.55.00.00.00,,
07.09,070956000000,07.09.56.00.00.00,,
07.09,070960000000,07.09.60.00.00.00,,
07.09,070970000000,07.09.70.00.00.00,,
07.09,070991000000,07.09.91.00.00.00,,
07.09,070992000000,07.09.92.00.00.00,,
07.09,070993000000,07.09.93.00.00.00,,
07.09,070999100000,07.09.99.10.00.00,,
07.09,070999200000,07.09.99.20.00.00,,
07.09,070999300000,07.09.99.30.00.00,,
07.09,070999400000,07.09.99.40.00.00,,
07.09,070999900001,07.09.99.90.00.01,,
07.09,070999900002,07.09.99.90.00.02,,
07.09,070999900003,07.09.99.90.00.03,,
07.09,070999900004,07.09.99.90.00.04,,
07.09,070999900005,07.09.99.90.00.05,,
07.09,070999909999,07.09.99.90.99.99,,
07.09,070959100000,07.09.59.10.00.00,,
07.09,070959900000,07.09.59.90.00.00,,
07.08,070490009999,07.04.90.00.99.99,,
07.08,070511000000,07.05.11.00.00.00,,
07.08,070519000000,07.05.19.00.00.00,,
07.08,070490000001,07.04.90.00.00.01,,
07.08,070490000002,07.04.90.00.00.02,,
07.08,070410000000,07.04.10.00.00.00,,
07.08,070420000000,07.04.20.00.00.00,,
07.04,070310110001,07.03.10.11.00.01,,
07.04,070310110002,07.03.10.11.00.02,,
07.04,070310120000,07.03.10.12.00.00,,
07.04,070310200000,07.03.10.20.00.00,,
07.04,070320000000,07.03.20.00.00.00,,
07.04,070390000000,07.03.90.00.00.00,,
07.10,071010000000,07.10.10.00.00.00,,
07.10,071021000000,07.10.21.00.00.00,,
07.10,071022000000,07.10.22.00.00.00,,
07.10,071029000000,07.10.29.00.00.00,,
07.10,071030000000,07.10.30.00.00.00,,
07.10,071040000000,07.10.40.00.00.00,,
07.10,071080000000,07.10.80.00.00.00,,
07.10,071090000000,07.10.90.00.00.00,,
07.11,071120000000,07.11.20.00.00.00,,
07.11,071140000000,07.11.40.00.00.00,,
07.11,071151000000,07.11.51.00.00.00,,
07.11,071159000000,07.11.59.00.00.00,,
07.11,071190000000,07.11.90.00.00.00,,
07.13,071310000000,07.13.10.00.00.00,,
07.13,071320000000,07.13.20.00.00.00,,
07.13,071331100000,07.13.31.10.00.00,,
07.13,071331200000,07.13.31.20.00.00,,
07.13,071332100000,07.13.32.10.00.00,,
07.13,071332200000,07.13.32.20.00.00,,
07.13,071333100000,07.13.33.10.00.00,,
07.13,071333200000,07.13.33.20.00.00,,
07.13,071334100000,07.13.34.10.00.00,,
07.13,071334200000,07.13.34.20.00.00,,
07.13,071335100000,07.13.35.10.00.00,,
07.13,071335200000,07.13.35.20.00.00,,
07.13,071339100000,07.13.39.10.00.00,,
07.13,071339200000,07.13.39.20.00.00,,
07.13,071340000001,07.13.40.00.00.01,,
07.13,071340000002,07.13.40.00.00.02,,
07.13,071350000000,07.13.50.00.00.00,,
07.13,071360000001,07.13.60.00.00.01,,
07.13,071360000002,07.13.60.00.00.02,,
07.13,071390100001,07.13.90.10.00.01,,
07.13,071390100002,07.13.90.10.00.02,,
07.13,071390900000,07.13.90.90.00.00,,
07.14,071410000000,07.14.10.00.00.00,,
07.14,071420000000,07.14.20.00.00.00,,
07.14,071430000000,07.14.30.00.00.00,,
07.14,071440000000,07.14.40.00.00.00,,
07.14,071450000000,07.14.50.00.00.00,,
07.14,071490100000,07.14.90.10.00.00,,
07.14,071490200000,07.14.90.20.00.00,,
07.14,071490900000,07.14.90.90.00.00,,
07.14,071290000001,07.12.90.00.00.01,,
07.14,071290000002,07.12.90.00.00.02,,
07.14,071290000003,07.12.90.00.00.03,,
07.14,071231000000,07.12.31.00.00.00,,
07.14,071232000000,07.12.32.00.00.00,,
07.14,071233000000,07.12.33.00.00.00,,
07.14,071234000000,07.12.34.00.00.00,,
07.14,071239000000,07.12.39.00.00.00,,
07.14,071220000000,07.12.20.00.00.00,,
08.01,080111000000,08.01.11.00.00.00,,
08.01,080112000000,08.01.12.00.00.00,,
08.01,080119000000,08.01.19.00.00.00,,
08.01,080121000000,08.01.21.00.00.00,,
08.01,080122000000,08.01.22.00.00.00,,
08.01,080131000000,08.01.31.00.00.00,,
08.01,080132000000,08.01.32.00.00.00,,
08.02,080261000000,08.02.61.00.00.00,,
08.02,080262000000,08.02.62.00.00.00,,
08.02,080270100000,08.02.70.10.00.00,,
08.02,080270900000,08.02.70.90.00.00,,
08.02,080280000000,08.02.80.00.00.00,,
08.02,080291000000,08.02.91.00.00.00,,
08.02,080292000000,08.02.92.00.00.00,,
08.02,080299100000,08.02.99.10.00.00,,
08.02,080299910000,08.02.99.91.00.00,,
08.02,080299920000,08.02.99.92.00.00,,
08.03,080310000001,08.03.10.00.00.01,,
08.03,080390000002,08.03.90.00.00.02,,
08.03,080251000000,08.02.51.00.00.00,,
08.03,080252000000,08.02.52.00.00.00,,
08.03,080241000000,08.02.41.00.00.00,,
08.03,080242000000,08.02.42.00.00.00,,
08.03,080231000000,08.02.31.00.00.00,,
08.03,080232000000,08.02.32.00.00.00,,
08.03,080310000002,08.03.10.00.00.02,,
08.03,080221000000,08.02.21.00.00.00,,
08.03,080222000000,08.02.22.00.00.00,,
08.03,080211000000,08.02.11.00.00.00,,
08.03,080212000000,08.02.12.00.00.00,,
08.03,080390000001,08.03.90.00.00.01,,
08.04,080410100000,08.04.10.10.00.00,,
08.04,080410210000,08.04.10.21.00.00,,
08.04,080410220000,08.04.10.22.00.00,,
08.04,080410290000,08.04.10.29.00.00,,
08.04,080420100000,08.04.20.10.00.00,,
08.04,080420200000,08.04.20.20.00.00,,
08.04,080430000000,08.04.30.00.00.00,,
08.04,080440000000,08.04.40.00.00.00,,
08.04,080450100001,08.04.50.10.00.01,,
08.04,080450100002,08.04.50.10.00.02,,
08.04,080450200001,08.04.50.20.00.01,,
08.04,080450200002,08.04.50.20.00.02,,
08.04,080450300001,08.04.50.30.00.01,,
08.04,080450300002,08.04.50.30.00.02,,
08.05,080510000001,08.05.10.00.00.01,,
08.05,080510000002,08.05.10.00.00.02,,
08.05,080521000000,08.05.21.00.00.00,,
08.05,080522000000,08.05.22.00.00.00,,
08.05,080529000000,08.05.29.00.00.00,,
08.05,080540000001,08.05.40.00.00.01,,
08.05,080540000002,08.05.40.00.00.02,,
08.05,080550100000,08.05.50.10.00.00,,
08.05,080550200000,08.05.50.20.00.00,,
08.05,080590000000,08.05.90.00.00.00,,
08.06,080610000000,08.06.10.00.00.00,,
08.06,080620000000,08.06.20.00.00.00,,
08.07,080711000000,08.07.11.00.00.00,,
08.07,080719100000,08.07.19.10.00.00,,
08.07,080719900000,08.07.19.90.00.00,,
08.07,080720000000,08.07.20.00.00.00,,
08.08,080810000000,08.08.10.00.00.00,,
08.08,080830000000,08.08.30.00.00.00,,
08.08,080840000000,08.08.40.00.00.00,,
08.09,080910000000,08.09.10.00.00.00,,
08.09,080921000000,08.09.21.00.00.00,,
08.09,080929000000,08.09.29.00.00.00,,
08.09,080930000000,08.09.30.00.00.00,,
08.09,080940000000,08.09.40.00.00.00,,
08.10,081010000000,08.10.10.00.00.00,,
08.10,081020000000,08.10.20.00.00.00,,
08.06,081050000000,08.10.50.00.00.00,,
08.06,081060000000,08.10.60.00.00.00,,
08.06,081070000000,08.10.70.00.00.00,,
08.06,081090100000,08.10.90.10.00.00,,
08.06,081090200000,08.10.90.20.00.00,,
08.06,081090300000,08.10.90.30.00.00,,
08.06,081090900000,08.10.90.90.00.00,,
08.11,081110000000,08.11.10.00.00.00,,
08.11,081120000000,08.11.20.00.00.00,,
08.11,081190000000,08.11.90.00.00.00,,
08.12,081210000000,08.12.10.00.00.00,,
08.12,081290000000,08.12.90.00.00.00,,
08.13,081310000000,08.13.10.00.00.00,,
08.13,081320000000,08.13.20.00.00.00,,
08.13,081330000000,08.13.30.00.00.00,,
08.13,081340100000,08.13.40.10.00.00,,
08.13,081340200000,08.13.40.20.00.00,,
08.13,081340300000,08.13.40.30.00.00,,
08.13,081340900000,08.13.40.90.00.00,,
08.13,081350000000,08.13.50.00.00.00,,
08.13,081400000000,08.14.00.00.00.00,,
12.11,081040000000,08.10.40.00.00.00,,
12.11,081030000000,08.10.30.00.00.00,,
12.11,090111000000,09.01.11.00.00.00,,
12.11,090112000000,09.01.12.00.00.00,,
12.11,090121000000,09.01.21.00.00.00,,
12.11,090122000000,09.01.22.00.00.00,,
12.11,090190100000,09.01.90.10.00.00,,
12.11,090190200000,09.01.90.20.00.00,,
09.02,090210000000,09.02.10.00.00.00,,
09.02,090220000000,09.02.20.00.00.00,,
09.02,090230100000,09.02.30.10.00.00,,
09.02,090230900000,09.02.30.90.00.00,,
09.02,090240000000,09.02.40.00.00.00,,
09.02,090300000000,09.03.00.00.00.00,,
09.04,090411000000,09.04.11.00.00.00,,
09.04,090412000000,09.04.12.00.00.00,,
09.04,090421000000,09.04.21.00.00.00,,
09.04,090422000000,09.04.22.00.00.00,,
09.04,090611000000,09.06.11.00.00.00,,
09.04,090619000000,09.06.19.00.00.00,,
09.04,090620000000,09.06.20.00.00.00,,
09.04,090821000000,09.08.21.00.00.00,,
09.04,090822000000,09.08.22.00.00.00,,
09.05,090510000000,09.05.10.00.00.00,,
09.05,090520000000,09.05.20.00.00.00,,
09.07,090710000000,09.07.10.00.00.00,,
09.07,090720000000,09.07.20.00.00.00,,
09.08,090811000000,09.08.11.00.00.00,,
09.08,090812000000,09.08.12.00.00.00,,
09.08,090921000000,09.09.21.00.00.00,,
09.08,090922000000,09.09.22.00.00.00,,
09.08,090931000000,09.09.31.00.00.00,,
09.08,090932000000,09.09.32.00.00.00,,
09.08,090961000000,09.09.61.00.00.00,,
09.08,090962000000,09.09.62.00.00.00,,
09.10,091011000000,09.10.11.00.00.00,,
09.10,091012000000,09.10.12.00.00.00,,
09.10,091020000000,09.10.20.00.00.00,,
09.10,091030100000,09.10.30.10.00.00,,
09.10,091030200000,09.10.30.20.00.00,,
09.10,091091100000,09.10.91.10.00.00,,
09.10,091091200000,09.10.91.20.00.00,,
09.10,091091300000,09.10.91.30.00.00,,
09.10,091091900000,09.10.91.90.00.00,,
09.10,091099100000,09.10.99.10.00.00,,
09.10,091099210000,09.10.99.21.00.00,,
09.10,091099220000,09.10.99.22.00.00,,
09.10,091099300000,09.10.99.30.00.00,,
09.10,091099900000,09.10.99.90.00.00,,
10.05,090831000000,09.08.31.00.00.00,,
10.05,090832000000,09.08.32.00.00.00,,
10.01,100119000004,10.01.19.00.00.04,,
10.01,100119009999,10.01.19.00.99.99,,
10.01,100111000000,10.01.11.00.00.00,,
10.01,100191000000,10.01.91.00.00.00,,
10.01,100199100003,10.01.99.10.00.03,,
10.01,100199100004,10.01.99.10.00.04,,
10.01,100199200005,10.01.99.20.00.05,,
10.01,100199200006,10.01.99.20.00.06,,
10.01,100199300000,10.01.99.30.00.00,,
10.02,100210000000,10.02.10.00.00.00,,
10.02,100290000000,10.02.90.00.00.00,,
10.03,100310000000,10.03.10.00.00.00,,
10.03,100390000000,10.03.90.00.00.00,,
10.04,100410000000,10.04.10.00.00.00,,
10.04,100490100000,10.04.90.10.00.00,,
10.04,100490200000,10.04.90.20.00.00,,
10.05,100510000000,10.05.10.00.00.00,,
10.05,100590100000,10.05.90.10.00.00,,
10.05,100590200000,10.05.90.20.00.00,,
10.05,100590300000,10.05.90.30.00.00,,
10.05,100590900000,10.05.90.90.00.00,,
10.06,100610000000,10.06.10.00.00.00,,
10.06,100620000000,10.06.20.00.00.00,,
10.06,100630000000,10.06.30.00.00.00,,
10.06,100640000000,10.06.40.00.00.00,,
10.07,100710000000,10.07.10.00.00.00,,
10.07,100790000000,10.07.90.00.00.00,,
10.08,100810000000,10.08.10.00.00.00,,
10.08,100821000000,10.08.21.00.00.00,,
10.08,100829000000,10.08.29.00.00.00,,
10.08,100830000000,10.08.30.00.00.00,,
10.08,100840000000,10.08.40.00.00.00,,
10.08,100850000000,10.08.50.00.00.00,,
10.08,100860000000,10.08.60.00.00.00,,
10.08,100890000000,10.08.90.00.00.00,,
11.01,110100100000,11.01.00.10.00.00,,
11.01,110100200000,11.01.00.20.00.00,,
11.02,110220000000,11.02.20.00.00.00,,
11.02,110290100000,11.02.90.10.00.00,,
11.02,110290200000,11.02.90.20.00.00,,
11.02,110290300000,11.02.90.30.00.00,,
11.02,110290400000,11.02.90.40.00.00,,
11.02,110290500000,11.02.90.50.00.00,,
11.02,110290600000,11.02.90.60.00.00,,
11.02,110290900000,11.02.90.90.00.00,,
11.03,110311100000,11.03.11.10.00.00,,
11.03,110311200000,11.03.11.20.00.00,,
11.03,110313100000,11.03.13.10.00.00,,
11.03,110313200000,11.03.13.20.00.00,,
11.03,110319100000,11.03.19.10.00.00,,
11.03,110319200000,11.03.19.20.00.00,,
11.03,110319300000,11.03.19.30.00.00,,
11.03,110319400000,11.03.19.40.00.00,,
11.03,110319500000,11.03.19.50.00.00,,
11.03,110319900000,11.03.19.90.00.00,,
11.03,110320000000,11.03.20.00.00.00,,
11.04,110412000000,11.04.12.00.00.00,,
11.04,110419100000,11.04.19.10.00.00,,
11.04,110419200000,11.04.19.20.00.00,,
11.04,110419300000,11.04.19.30.00.00,,
11.04,110419400000,11.04.19.40.00.00,,
11.04,110419500000,11.04.19.50.00.00,,
11.04,110419600000,11.04.19.60.00.00,,
11.04,110419900000,11.04.19.90.00.00,,
11.04,110422000000,11.04.22.00.00.00,,
11.04,110423000000,11.04.23.00.00.00,,
11.04,110430000000,11.04.30.00.00.00,,
11.04,110429100000,11.04.29.10.00.00,,
11.04,110429200000,11.04.29.20.00.00,,
11.04,110429300000,11.04.29.30.00.00,,
11.04,110429400000,11.04.29.40.00.00,,
11.04,110429500000,11.04.29.50.00.00,,
11.04,110429900000,11.04.29.90.00.00,,
08.01,110510100000,11.05.10.10.00.00,,
08.01,110510200000,11.05.10.20.00.00,,
08.01,110510300000,11.05.10.30.00.00,,
